gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000103945.2,1.19009202,1.439014802,1.12371868,1.471297337,1.842635263,1.83161445,0.56488019,0.312095193
ENSMUSG00000026051.9,1.628546975,0.719507401,0.874003418,0.792237028,0.877445363,1.2210763,0.790832266,0.187257116
ENSMUSG00000100764.2,0.125272844,0.055346723,0,0.056588359,0,0.174439471,0.056488019,0.187257116
ENSMUSG00000100635.2,0.062636422,0,0,0.056588359,0,0,0.056488019,0
ENSMUSG00000100480.2,0.062636422,0.055346723,0,0.169765077,0.087744536,0,0.225952076,0
ENSMUSG00000057363.13,12.15146589,10.84795774,15.10777336,14.71297337,12.5474687,14.6529156,12.48385219,12.42138868
ENSMUSG00000090243.2,0.125272844,0.055346723,0.062428816,0,0,0.174439471,0,0
ENSMUSG00000100701.2,1.628546975,0.442773785,0.686716971,0.509295232,0.877445363,0.61053815,0.903808304,1.498056927
ENSMUSG00000041763.15,75.35161582,94.36616296,82.96789586,86.46701275,84.32249943,78.8466411,82.86792384,81.20716923
ENSMUSG00000047343.5,0.062636422,0.719507401,0.437001709,0.339530155,0,0.174439471,0.508392171,0.062419039
ENSMUSG00000091844.3,0,0,0.124857631,0.169765077,0.087744536,0.087219736,0.056488019,0
ENSMUSG00000026049.12,6.013096524,5.202591976,5.618593399,6.054954427,4.650460426,5.669282823,2.76791293,2.621599621
ENSMUSG00000026047.14,26.11938803,29.61049688,26.71953305,27.78488433,22.81357945,23.63654838,20.50515089,21.78424447
ENSMUSG00000041684.12,21.73483848,18.54115225,16.04420559,16.80674266,15.26754932,15.69955243,12.08843606,15.60475965
ENSMUSG00000026048.17,28.68748133,29.8872305,33.02484342,28.06782613,25.62140461,27.47421676,30.10811411,26.8401866
ENSMUSG00000046828.4,0.250545689,0.332080339,0.187286447,0,0.087744536,0,1.299224436,0.936285579
ENSMUSG00000089703.2,0,0,0,0,0,0,0.112976038,0.062419039
ENSMUSG00000101567.2,0.187909266,0,0,0.056588359,0.087744536,0.261659207,0,0.062419039
ENSMUSG00000056870.10,7.516370655,9.298249488,7.99088839,9.337079256,9.12543178,8.547534102,5.53582586,4.119656548
ENSMUSG00000102319.2,0.375818533,0.276733616,0.936432233,0.565883591,0.614211754,1.2210763,0.338928114,0.062419039
ENSMUSG00000089877.2,0.250545689,0,0.062428816,0.169765077,0.263233609,0.174439471,0.056488019,0.062419039
ENSMUSG00000101701.2,0.062636422,0.055346723,0,0.056588359,0,0.087219736,0,0
ENSMUSG00000103071.2,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000101251.2,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000101937.2,0,0,0,0,0,0,0,0.124838077
ENSMUSG00000026043.19,2818.701632,1978.257925,3328.579587,3505.648848,4171.199769,3768.241463,516.9218616,449.1049828
ENSMUSG00000026042.17,250.4830521,226.700178,254.9592827,286.7332157,256.2140461,231.04508,52.64683369,46.68944088
ENSMUSG00000104476.2,1.002182754,0.553467231,0.811574602,1.018590464,0.9651899,0.784977622,0.282440095,0.187257116
ENSMUSG00000100894.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000025995.17,25.11720527,29.99792394,22.16222952,25.35158489,18.51409717,21.28161552,17.28533381,16.72830235
ENSMUSG00000099850.2,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000084817.4,1.565910553,1.272974632,1.435862757,1.131767183,0.877445363,1.395515772,0.395416133,0.249676154
ENSMUSG00000098549.3,0,0,0,0.056588359,0.087744536,0.087219736,0,0
ENSMUSG00000025993.11,18.79092664,20.47828756,16.29392086,15.95791727,12.45972416,15.08901428,3.445769158,4.369332702
ENSMUSG00000070896.3,0,0,0,0.056588359,0.087744536,0,0,0.062419039
ENSMUSG00000099432.2,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000041144.13,3.445003217,4.593778021,2.122579728,1.867415851,1.140678972,1.569955243,0.225952076,0.124838077
ENSMUSG00000101262.2,0.187909266,0.110693446,0.312144078,0.056588359,0,0.087219736,0.169464057,0.187257116
ENSMUSG00000101337.7,0.125272844,0.332080339,0.249715262,0.169765077,0.087744536,0.261659207,0.056488019,0.062419039
ENSMUSG00000025986.7,41.59058429,45.4396597,42.70130983,46.91174972,35.18555907,34.53901535,16.43801352,16.60346427
ENSMUSG00000100213.2,0.87690991,0.940894293,0.499430524,0.452706873,0.877445363,0.697757886,0.903808304,0.686609425
ENSMUSG00000100160.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000081185.2,0,0,0,0.056588359,0.087744536,0,0.056488019,0
ENSMUSG00000100033.2,0.250545689,0.055346723,0.124857631,0.056588359,0.175489073,0.436098679,0.112976038,0.062419039
ENSMUSG00002075213.1,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000096973.2,0,0.055346723,0,0.056588359,0,0,0,0.062419039
ENSMUSG00000097883.2,0,0,0,0.056588359,0,0,0,0.062419039
ENSMUSG00000026109.15,0.438454955,0.110693446,0.312144078,0.113176718,0.175489073,0.261659207,0.112976038,0
ENSMUSG00000101242.2,0,0,0,0.056588359,0,0.174439471,0,0.062419039
ENSMUSG00000099924.2,0.125272844,0.110693446,0,0,0,0,0,0
ENSMUSG00000101799.2,0,0.166040169,0.124857631,0.113176718,0.087744536,0.087219736,0,0.062419039
ENSMUSG00000045954.8,245.0336834,278.3386707,299.7207434,328.7217782,282.6251516,277.5331991,170.8762574,164.0996525
ENSMUSG00000099741.2,0,0.055346723,0.124857631,0,0.438722682,0.261659207,0,0
ENSMUSG00000026107.12,31.50612033,38.07854552,67.42312079,63.37896222,107.8380352,86.08587917,105.5761075,81.20716923
ENSMUSG00000099413.2,0,0,0,0,0.087744536,0,0.056488019,0.187257116
ENSMUSG00000101741.2,0.062636422,0.110693446,0,0.113176718,0.087744536,0,0.112976038,0
ENSMUSG00000018417.15,69.08797361,79.09046737,86.71362479,96.31338724,92.2195077,91.31906331,38.46834092,39.82334663
ENSMUSG00000101724.2,0.062636422,0.166040169,0.124857631,0.056588359,0,0,0,0
ENSMUSG00000100313.2,0.125272844,0.055346723,0.124857631,0.056588359,0.087744536,0.261659207,0,0
ENSMUSG00000100696.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000072324.5,0.313182111,0,0,0,0,0,0.282440095,0.187257116
ENSMUSG00000062939.12,0.313182111,0.055346723,0.062428816,0.056588359,0.263233609,0.087219736,0.056488019,0.062419039
ENSMUSG00000101628.2,0,0,0,0,0,0,0.112976038,0
ENSMUSG00000078291.2,0.125272844,0,0,0,0,0,0,0
ENSMUSG00000109599.2,0.313182111,0.332080339,0.124857631,0.169765077,0.350978145,0.174439471,0.112976038,0.249676154
ENSMUSG00000026104.15,19.29201802,12.61905288,17.29278191,20.37180929,16.58371737,16.39731032,18.30211815,21.59698736
ENSMUSG00000099569.2,0,0,0.062428816,0,0,0,0,0.062419039
ENSMUSG00000026103.15,96.64799934,101.2845034,94.20508265,101.2365745,91.69304048,90.70852516,94.84338386,89.69615848
ENSMUSG00000002881.15,50.98604761,57.33920518,58.55822898,61.73789981,55.63003604,48.3197336,38.18590083,40.01060375
ENSMUSG00000097833.2,0.187909266,0.166040169,0.249715262,0.113176718,0.263233609,0.348878943,0.056488019,0.124838077
ENSMUSG00000101501.2,0.375818533,0.110693446,0.249715262,0.113176718,0.526467218,0.261659207,0.169464057,0.062419039
ENSMUSG00000100120.2,0,0.055346723,0,0.113176718,0.175489073,0,0.056488019,0.062419039
ENSMUSG00000099878.2,0,0.055346723,0.062428816,0,0.087744536,0,0,0
ENSMUSG00000100007.2,0.501091377,1.881788587,0.749145787,0.62247195,1.140678972,0.348878943,0.169464057,0.187257116
ENSMUSG00000043015.16,8.455916987,9.519636381,9.489179963,10.80837659,7.282796517,8.024215687,1.751128588,2.933694814
ENSMUSG00000103630.2,0.375818533,0.166040169,0.249715262,0.226353437,0.175489073,0.087219736,0.225952076,0.249676154
ENSMUSG00000041439.16,24.42820463,19.53739327,21.41308373,28.06782613,28.34148524,27.73587596,29.09132977,31.83370969
ENSMUSG00000100302.2,0,0.055346723,0,0.056588359,0.087744536,0.261659207,0,0
ENSMUSG00000026102.10,19.22938159,24.46325163,26.78196187,28.97323987,28.86795246,26.86367861,17.51128588,19.10022581
ENSMUSG00000041426.13,50.92341119,58.94426015,82.78060941,76.22451975,80.98820705,70.73520568,105.5196194,102.9914137
ENSMUSG00000089802.2,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000043629.13,0.438454955,0.442773785,1.373433942,1.188355542,2.193613409,1.395515772,1.751128588,1.872571158
ENSMUSG00000026100.7,0.125272844,0,0,0.113176718,0.263233609,0.087219736,3.219817082,0.499352309
ENSMUSG00000060715.10,0,0.055346723,0.187286447,0.056588359,0,0,0,0.062419039
ENSMUSG00000026098.14,4.384549549,5.479325591,5.681022214,6.451072941,4.738204963,7.413677537,4.067137366,4.057237509
ENSMUSG00000100763.2,0.062636422,0.055346723,0.062428816,0,0,0,0,0
ENSMUSG00000026097.10,9.332826897,8.966169149,6.367739185,7.582840123,6.317606617,5.843722294,7.343442467,8.988341559
ENSMUSG00000100679.2,0,0.110693446,0,0.056588359,0,0,0,0
ENSMUSG00000026096.15,20.48211004,21.08710152,30.21554672,26.53994043,38.16887331,34.36457588,48.5232083,43.88058414
ENSMUSG00000099913.2,0.250545689,0.166040169,0.374572893,0.226353437,0.614211754,0.348878943,0.225952076,0.187257116
ENSMUSG00000101838.7,0.062636422,0,0,0,0.175489073,0,0,0
ENSMUSG00000026095.16,9.896554696,12.01023892,10.8626139,11.26108347,12.28423509,12.55964195,12.48385219,15.85443581
ENSMUSG00000096141.3,0.313182111,0.166040169,0.249715262,0.282941796,0.087744536,0.087219736,0.056488019,0.062419039
ENSMUSG00000026094.15,19.47992728,16.71471039,19.6650769,21.39039975,19.83026521,19.79888001,18.92348636,17.53974985
ENSMUSG00000042807.16,26.0567516,31.65832564,19.54021926,23.71052248,17.81214088,15.43789322,25.81502467,20.09893043
ENSMUSG00000098443.3,0,0,0.062428816,0,0,0.087219736,0,0
ENSMUSG00000087949.3,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000102868.2,0.062636422,0.055346723,0.062428816,0,0,0.261659207,0,0
ENSMUSG00000025983.12,0.751637066,1.162281186,0.56185934,0.67906031,0.350978145,0.348878943,0.225952076,0.312095193
ENSMUSG00000041303.8,30.37866473,33.59546095,26.59467542,30.67089065,23.86651389,26.42757993,19.54485457,20.59828274
ENSMUSG00000073678.5,8.957008364,11.18003808,10.23832575,13.92073635,11.67002333,11.16412617,9.320523131,8.863503482
ENSMUSG00000104136.2,0,0,0.312144078,0,0,0.261659207,0,0
ENSMUSG00000052331.15,17.85138031,18.54115225,15.29505981,16.80674266,16.93469551,15.52511296,9.772427283,9.050760598
ENSMUSG00000101674.7,0,0.110693446,0.062428816,0.113176718,0,0,0,0
ENSMUSG00000102503.2,0.187909266,0.221386893,0.124857631,0.169765077,0,0.087219736,0.112976038,0.124838077
ENSMUSG00002075552.1,0,0,0.124857631,0,0,0,0,0
ENSMUSG00000102642.2,0.313182111,0.221386893,0,0.169765077,0.263233609,0.348878943,0.056488019,0
ENSMUSG00000025982.14,286.4989948,329.8111232,280.4302394,294.4858209,248.1415488,254.1583099,192.2287286,174.9605652
ENSMUSG00000103030.2,0.438454955,0.221386893,0.374572893,0.226353437,0.087744536,0.261659207,0.112976038,0.124838077
